scenario_id,contract_id,combined_status,covered_by_tool_ids,unsure_tool_ids,headlamp,k8sgpt,kube-linter,kube-score,polaris,node-problem-detector,argo-health,kubernetes-mixin,kstatus,cluster-api-conditions,prometheus-runbooks,kubevious,popeye,robusta,coroot,kuberhealthy,kyverno,gatekeeper,kubescape,trivy-operator,kube-bench,pluto,falco
phase2-health-probe-readiness-06-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-health-probe-readiness-07-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-health-probe-readiness-08-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-health-probe-readiness-09-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-health-probe-readiness-10-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-01-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-02-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-03-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-04-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-05-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-06-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-07-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-08-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-09-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-10-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-image-resolution-11-v1,service-selector-fault,covered,kube-linter;kube-score;kubevious;popeye;kubescape,,no_applicable_rule,uncovered,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,covered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-01-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-02-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-03-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-04-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-05-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-06-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-07-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-08-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-least-privilege-boundary-09-v1,annotation-injection,uncovered,,,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-01-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-02-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-03-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-04-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-05-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-06-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-07-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-08-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-09-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-malformed-tool-result-10-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-01-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-02-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-03-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-04-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-05-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-06-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-07-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-08-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-09-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-node-placement-constraints-10-v1,unschedulable-capacity,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-01-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-02-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-03-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-04-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-05-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-06-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-07-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-08-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-09-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-10-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-partial-tool-observation-11-v1,pending-underdetermined,unsure,,kuberhealthy,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,uncovered,no_applicable_rule,uncovered,no_applicable_rule,uncovered,uncovered,no_applicable_rule,unsure,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-rollout-repair-safety-01-v1,unschedulable-capacity-repair,uncovered,,,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-rollout-repair-safety-02-v1,unschedulable-capacity-repair,uncovered,,,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-rollout-repair-safety-03-v1,unschedulable-capacity-repair,uncovered,,,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-rollout-repair-safety-04-v1,unschedulable-capacity-repair,uncovered,,,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-rollout-repair-safety-05-v1,unschedulable-capacity-repair,uncovered,,,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
phase2-rollout-repair-safety-06-v1,unschedulable-capacity-repair,uncovered,,,uncovered,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,uncovered,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule,no_applicable_rule
